student_id,branch_id,cgpa,active_backlogs,has_internship,gender,current_degree,internship_count,resume_score,coding_score,communication_score,placement_status,graduation_year
ST0848,3,6.05,0,True,Male,B.Tech,0,70,68,51,Eligible,2027
ST0849,4,8.58,0,True,Female,B.Tech,2,94,94,62,Eligible,2027
ST0850,2,6.05,0,False,Female,B.Tech,0,56,54,58,Eligible,2027
ST0851,3,7.9,0,True,Female,B.Tech,1,89,88,83,Eligible,2027
ST0852,4,6.94,0,False,Female,B.Tech,1,69,66,50,Eligible,2027
ST0853,3,7.74,0,False,Male,B.Tech,0,76,75,75,Eligible,2027
ST0854,1,8.6,0,False,Male,B.Tech,1,82,84,84,Eligible,2027
ST0855,2,7.39,0,False,Male,B.Tech,1,74,66,76,Eligible,2027
ST0856,5,8.63,0,False,Male,B.Tech,0,82,86,74,Eligible,2027
ST0857,4,8.54,0,False,Female,B.Tech,0,82,79,73,Eligible,2027
ST0858,5,6.63,0,False,Male,B.Tech,1,73,60,85,Eligible,2027
ST0859,3,6.32,0,False,Male,B.Tech,2,67,69,51,Eligible,2027
ST0860,5,6.51,0,False,Male,B.Tech,0,65,72,51,Eligible,2027
ST0861,2,6.52,0,False,Male,B.Tech,1,67,57,71,Eligible,2027
ST0862,3,7.59,0,False,Female,B.Tech,0,71,67,93,Eligible,2027
ST0863,1,6.44,0,True,Female,B.Tech,2,75,58,51,Eligible,2027
ST0864,1,6.78,0,False,Female,B.Tech,0,70,61,87,Eligible,2027
ST0865,4,7.34,0,False,Female,B.Tech,0,70,77,50,Eligible,2027
ST0866,4,9.95,0,False,Female,B.Tech,0,98,100,63,Eligible,2027
ST0867,5,9.07,0,True,Male,B.Tech,1,100,95,88,Eligible,2027
ST0868,1,7.05,0,False,Male,B.Tech,0,63,64,75,Eligible,2027
ST0869,1,6.34,0,False,Female,B.Tech,0,58,69,99,Eligible,2027
ST0870,4,9.51,0,False,Male,B.Tech,1,91,100,53,Eligible,2027
ST0871,1,9.44,0,False,Male,B.Tech,0,87,87,82,Eligible,2027
ST0872,5,7.34,0,True,Female,B.Tech,2,85,75,97,Eligible,2027
ST0873,3,6.32,0,False,Female,B.Tech,0,63,62,75,Eligible,2027
ST0874,4,7.31,0,True,Female,B.Tech,0,85,65,75,Eligible,2027
ST0875,1,6.1,0,False,Male,B.Tech,0,56,69,70,Eligible,2027
ST0876,5,6.07,0,False,Female,B.Tech,0,55,60,88,Eligible,2027
ST0877,5,9.51,0,True,Female,B.Tech,1,100,94,69,Eligible,2027
ST0878,2,9.42,0,False,Female,B.Tech,1,98,85,90,Eligible,2027
ST0879,2,7.89,0,True,Male,B.Tech,0,81,70,91,Eligible,2027
ST0880,1,7.45,0,True,Female,B.Tech,1,77,75,68,Eligible,2027
ST0881,3,9.11,0,True,Male,B.Tech,0,90,83,91,Eligible,2027
ST0882,1,6.38,0,False,Male,B.Tech,1,63,70,69,Eligible,2027
ST0883,5,8.96,0,False,Female,B.Tech,0,95,86,99,Eligible,2027
ST0884,4,7.38,0,False,Male,B.Tech,1,66,73,99,Eligible,2027
ST0885,4,9.87,0,True,Female,B.Tech,0,98,90,60,Eligible,2027
ST0886,3,9.45,0,False,Female,B.Tech,2,100,96,79,Eligible,2027
ST0887,5,8.66,0,False,Female,B.Tech,2,93,76,95,Eligible,2027
ST0888,3,7.93,0,False,Male,B.Tech,0,72,76,84,Eligible,2027
ST0889,4,6.04,0,False,Male,B.Tech,1,52,60,90,Eligible,2027
ST0890,5,9.85,0,False,Female,B.Tech,0,100,88,77,Eligible,2027
ST0891,4,7.08,0,True,Female,B.Tech,0,82,75,82,Eligible,2027
ST0892,5,7.88,0,False,Male,B.Tech,1,75,79,56,Eligible,2027
ST0893,3,6.51,0,False,Male,B.Tech,1,60,58,62,Eligible,2027
ST0894,4,7.3,0,True,Male,B.Tech,0,76,82,59,Eligible,2027
ST0895,1,8.14,0,True,Male,B.Tech,0,80,75,71,Eligible,2027
ST0896,1,9.8,0,False,Female,B.Tech,0,97,99,93,Eligible,2027
ST0897,4,6.92,0,False,Male,B.Tech,0,71,76,99,Eligible,2027
ST0898,1,8.75,0,False,Male,B.Tech,0,81,96,75,Eligible,2027
ST0899,3,9.55,0,True,Female,B.Tech,0,100,100,62,Eligible,2027
ST0900,1,8.65,0,False,Male,B.Tech,1,94,81,93,Eligible,2027
ST0901,3,9.14,0,False,Female,B.Tech,0,83,83,67,Eligible,2027
ST0902,3,6.76,0,False,Female,B.Tech,0,71,57,55,Eligible,2027
ST0903,3,9.53,0,False,Male,B.Tech,1,88,94,60,Eligible,2027
ST0904,5,9.06,0,False,Female,B.Tech,0,82,90,88,Eligible,2027
ST0905,1,9.37,0,False,Male,B.Tech,0,96,87,51,Eligible,2027
ST0906,2,7.89,0,True,Female,B.Tech,0,87,81,57,Eligible,2027
ST0907,5,8.8,0,True,Female,B.Tech,0,89,84,77,Eligible,2027
ST0908,2,9.68,0,True,Male,B.Tech,0,100,86,66,Eligible,2027
ST0909,1,9.84,0,False,Female,B.Tech,0,100,100,93,Eligible,2027
ST0910,3,6.1,0,True,Male,B.Tech,0,58,62,95,Eligible,2027
ST0911,4,7.09,0,False,Male,B.Tech,1,67,60,97,Eligible,2027
ST0912,4,8.21,0,True,Male,B.Tech,0,86,80,72,Eligible,2027
ST0913,2,9.93,0,True,Male,B.Tech,1,100,95,59,Eligible,2027
ST0914,2,9.13,0,True,Male,B.Tech,0,100,98,51,Eligible,2027
ST0915,3,7.01,1,False,Male,B.Tech,0,62,63,99,Eligible,2027
ST0916,1,8.82,0,False,Female,B.Tech,0,84,97,59,Eligible,2027
ST0917,4,7.64,0,False,Male,B.Tech,1,77,72,90,Eligible,2027
ST0918,1,7.75,0,True,Male,B.Tech,0,74,78,94,Eligible,2027
ST0919,3,7.4,0,False,Male,B.Tech,0,77,69,82,Eligible,2027
ST0920,3,9.67,1,False,Male,B.Tech,0,99,89,63,Eligible,2027
ST0921,4,9.79,0,False,Female,B.Tech,0,92,100,74,Eligible,2027
ST0922,5,7.14,0,False,Male,B.Tech,0,70,75,68,Eligible,2027
ST0923,1,8.33,0,False,Female,B.Tech,0,87,80,66,Eligible,2027
ST0924,2,6.25,0,True,Female,B.Tech,0,61,70,52,Eligible,2027
ST0925,1,9.97,0,True,Male,B.Tech,0,99,100,63,Eligible,2027
ST0926,4,9.03,0,True,Female,B.Tech,0,100,94,67,Eligible,2027
ST0927,4,9.18,0,True,Female,B.Tech,0,97,99,52,Eligible,2027
ST0928,5,9.56,0,False,Male,B.Tech,0,100,97,77,Eligible,2027
ST0929,1,6.64,0,False,Female,B.Tech,0,61,58,51,Eligible,2027
ST0930,1,6.78,0,False,Male,B.Tech,0,73,65,77,Eligible,2027
ST0931,1,9.5,0,True,Female,B.Tech,0,99,90,65,Eligible,2027
ST0932,1,9.03,0,False,Female,B.Tech,0,94,88,53,Eligible,2027
ST0933,5,7.98,0,False,Male,B.Tech,0,75,86,97,Eligible,2027
ST0934,5,6.73,0,False,Male,B.Tech,0,66,74,64,Eligible,2027
ST0935,1,6.13,0,False,Female,B.Tech,0,63,62,71,Eligible,2027
ST0936,4,7.77,0,False,Male,B.Tech,0,81,80,58,Eligible,2027
ST0937,4,6.38,0,False,Male,B.Tech,0,64,66,95,Eligible,2027
ST0938,1,9.31,0,True,Male,B.Tech,0,100,93,63,Eligible,2027
ST0939,5,9.1,0,False,Female,B.Tech,0,87,86,63,Eligible,2027
ST0940,5,7.04,0,True,Male,B.Tech,0,68,66,98,Eligible,2027
ST0941,5,8.28,0,False,Female,B.Tech,0,80,84,98,Eligible,2027
ST0942,2,9.02,0,True,Male,B.Tech,0,87,86,72,Eligible,2027
ST0943,5,9.15,0,True,Male,B.Tech,1,100,94,96,Eligible,2027
ST0944,5,7.05,0,False,Male,B.Tech,0,77,64,64,Eligible,2027
ST0945,4,9.14,0,False,Female,B.Tech,0,98,86,95,Eligible,2027
ST0946,1,6.38,0,True,Male,B.Tech,0,64,61,82,Eligible,2027
ST0947,4,6.04,0,False,Male,B.Tech,0,55,51,98,Eligible,2027
ST0948,1,8.49,0,False,Female,B.Tech,0,88,82,54,Eligible,2027
ST0949,3,9.67,0,False,Male,B.Tech,0,89,90,56,Eligible,2027
ST0950,4,6.19,0,True,Female,B.Tech,0,62,66,53,Eligible,2027
ST0951,5,9.44,0,True,Female,B.Tech,1,99,100,99,Eligible,2027
ST0952,2,7.63,0,True,Male,B.Tech,0,78,76,89,Eligible,2027
ST0953,1,7.11,0,False,Female,B.Tech,0,79,67,60,Eligible,2027
ST0954,1,9.68,0,False,Female,B.Tech,1,94,100,62,Eligible,2027
ST0955,1,6.16,0,False,Female,B.Tech,0,57,68,76,Eligible,2027
ST0956,2,6.5,0,True,Male,B.Tech,1,62,58,53,Eligible,2027
ST0957,3,8.07,0,False,Female,B.Tech,0,72,71,77,Eligible,2027
ST0958,3,8.6,0,False,Female,B.Tech,0,86,91,97,Eligible,2027
ST0959,1,7.87,0,False,Female,B.Tech,1,82,83,93,Eligible,2027
ST0960,2,6.42,0,False,Male,B.Tech,0,62,65,84,Eligible,2027
ST0961,5,8.92,0,False,Female,B.Tech,0,90,97,62,Eligible,2027
ST0962,3,6.89,0,True,Female,B.Tech,1,71,60,84,Eligible,2027
ST0963,5,9.32,1,False,Female,B.Tech,0,91,84,100,Eligible,2027
ST0964,4,6.94,0,False,Male,B.Tech,0,61,63,71,Eligible,2027
ST0965,1,6.58,0,False,Male,B.Tech,0,68,67,99,Eligible,2027
ST0966,5,7.55,0,True,Female,B.Tech,1,87,73,56,Eligible,2027
ST0967,1,6.4,0,False,Female,B.Tech,1,67,64,52,Eligible,2027
ST0968,5,6.88,0,False,Male,B.Tech,2,62,72,65,Eligible,2027
ST0969,1,6.67,0,False,Male,B.Tech,1,70,74,63,Eligible,2027
ST0970,2,7.63,0,False,Female,B.Tech,0,74,77,57,Eligible,2027
ST0971,1,9.23,0,False,Male,B.Tech,1,92,98,65,Eligible,2027
ST0972,5,7.0,0,False,Male,B.Tech,1,65,67,100,Eligible,2027
ST0973,4,8.37,0,False,Female,B.Tech,0,78,74,70,Eligible,2027
ST0974,1,6.87,1,False,Female,B.Tech,0,72,74,59,Eligible,2027
ST0975,5,8.61,0,False,Female,B.Tech,0,78,79,60,Eligible,2027
ST0976,1,8.68,0,False,Male,B.Tech,1,93,88,51,Eligible,2027
ST0977,5,8.11,0,True,Male,B.Tech,0,79,74,93,Eligible,2027
ST0978,4,9.28,0,False,Male,B.Tech,0,98,98,78,Eligible,2027
ST0979,2,6.99,0,True,Male,B.Tech,0,70,72,55,Eligible,2027
ST0980,4,9.84,0,False,Female,B.Tech,0,100,96,89,Eligible,2027
ST0981,4,6.19,0,True,Female,B.Tech,0,63,67,60,Eligible,2027
ST0982,5,6.54,0,False,Female,B.Tech,0,64,64,72,Eligible,2027
ST0983,1,7.96,0,False,Male,B.Tech,0,84,87,82,Eligible,2027
ST0984,4,6.89,0,False,Male,B.Tech,0,73,66,99,Eligible,2027
ST0985,5,8.41,1,True,Male,B.Tech,1,84,76,56,Eligible,2027
ST0986,2,9.95,0,False,Female,B.Tech,0,92,94,60,Eligible,2027
ST0987,1,6.21,0,False,Female,B.Tech,0,54,71,75,Eligible,2027
ST0988,3,6.51,0,True,Male,B.Tech,0,72,62,64,Eligible,2027
ST0989,1,7.98,0,False,Male,B.Tech,0,84,88,86,Eligible,2027
ST0990,4,7.38,0,False,Female,B.Tech,0,70,77,94,Eligible,2027
ST0991,4,6.96,0,False,Male,B.Tech,2,61,76,82,Eligible,2027
ST0992,4,7.33,0,False,Female,B.Tech,2,81,82,99,Eligible,2027
ST0993,5,7.67,0,False,Male,B.Tech,1,77,78,89,Eligible,2027
ST0994,3,7.66,0,False,Male,B.Tech,0,79,86,63,Eligible,2027
ST0995,4,9.0,0,True,Female,B.Tech,1,88,84,52,Eligible,2027
ST0996,4,9.59,0,False,Female,B.Tech,0,90,100,86,Eligible,2027
ST0997,3,8.3,0,True,Male,B.Tech,0,91,91,100,Eligible,2027
ST0998,2,6.62,1,False,Female,B.Tech,0,58,69,55,Eligible,2027
ST0999,5,8.67,0,False,Female,B.Tech,0,94,81,83,Eligible,2027
ST1000,2,6.22,0,False,Female,B.Tech,0,57,70,65,Eligible,2027
ST1001,5,7.35,0,False,Male,B.Tech,0,80,68,64,Eligible,2027
ST1002,4,7.53,1,False,Female,B.Tech,1,79,77,52,Eligible,2027
ST1003,5,9.46,0,False,Male,B.Tech,0,98,84,75,Eligible,2027
ST1004,1,7.44,0,True,Female,B.Tech,0,87,80,61,Eligible,2027
ST1005,5,7.14,2,False,Male,B.Tech,0,74,67,86,Eligible,2027
ST1006,2,8.43,0,False,Male,B.Tech,1,82,89,57,Eligible,2027
ST1007,2,8.25,0,False,Female,B.Tech,0,82,82,61,Eligible,2027
ST1008,3,9.01,0,False,Male,B.Tech,1,96,81,98,Eligible,2027
ST1009,3,8.62,0,True,Male,B.Tech,1,99,94,78,Eligible,2027
ST1010,5,6.61,0,False,Male,B.Tech,0,74,76,89,Eligible,2027
ST1011,5,9.92,0,False,Female,B.Tech,0,93,97,73,Eligible,2027
ST1012,5,7.62,0,False,Female,B.Tech,0,84,78,69,Eligible,2027
ST1013,5,9.78,0,True,Male,B.Tech,0,100,100,97,Eligible,2027
ST1014,1,6.17,0,False,Male,B.Tech,0,68,68,73,Eligible,2027
ST1015,4,9.4,0,False,Male,B.Tech,0,100,98,60,Eligible,2027
ST1016,3,6.48,0,False,Male,B.Tech,1,66,62,61,Eligible,2027
ST1017,4,6.65,0,False,Female,B.Tech,1,66,72,93,Eligible,2027
ST1018,3,8.83,0,False,Male,B.Tech,1,87,81,84,Eligible,2027
ST1019,3,9.22,0,False,Female,B.Tech,0,84,89,65,Eligible,2027
ST1020,4,9.55,0,True,Male,B.Tech,1,95,93,57,Eligible,2027
ST1021,4,8.25,0,False,Female,B.Tech,0,80,82,77,Eligible,2027
ST1022,3,6.95,0,False,Male,B.Tech,1,69,59,54,Eligible,2027
ST1023,4,6.51,0,True,Male,B.Tech,1,65,64,96,Eligible,2027
ST1024,1,9.41,0,False,Female,B.Tech,0,100,86,100,Eligible,2027
ST1025,3,9.31,0,False,Male,B.Tech,2,89,88,78,Eligible,2027
ST1026,4,7.35,0,False,Male,B.Tech,0,67,72,100,Eligible,2027
ST1027,2,9.43,0,False,Male,B.Tech,1,86,100,93,Eligible,2027
ST1028,1,6.79,0,False,Female,B.Tech,0,75,70,79,Eligible,2027
ST1029,1,6.11,0,False,Male,B.Tech,1,58,57,66,Eligible,2027
ST1030,5,8.65,0,False,Female,B.Tech,2,88,82,76,Eligible,2027
ST1031,5,6.26,0,True,Male,B.Tech,0,67,68,84,Eligible,2027
ST1032,2,8.21,0,False,Male,B.Tech,1,78,87,70,Eligible,2027
ST1033,5,7.37,0,False,Male,B.Tech,1,74,75,91,Eligible,2027
ST1034,1,6.27,0,True,Female,B.Tech,0,60,52,64,Eligible,2027
ST1035,5,6.64,0,False,Female,B.Tech,1,63,74,75,Eligible,2027
ST1036,3,9.08,0,False,Female,B.Tech,0,83,80,99,Eligible,2027
ST1037,1,6.91,0,False,Male,B.Tech,0,70,75,72,Eligible,2027
ST1038,4,9.18,0,True,Female,B.Tech,0,94,81,58,Eligible,2027
ST1039,1,6.77,0,False,Female,B.Tech,0,61,72,54,Eligible,2027
ST1040,4,6.94,0,True,Male,B.Tech,1,71,78,91,Eligible,2027
ST1041,5,8.36,0,False,Male,B.Tech,1,90,81,81,Eligible,2027
ST1042,3,7.12,0,False,Female,B.Tech,0,66,71,51,Eligible,2027
ST1043,5,8.13,0,False,Female,B.Tech,1,76,91,84,Eligible,2027
ST1044,5,6.53,0,True,Female,B.Tech,0,64,70,91,Eligible,2027
ST1045,2,6.36,0,True,Male,B.Tech,0,74,61,92,Eligible,2027
ST1046,1,6.24,0,False,Female,B.Tech,0,60,53,71,Eligible,2027
ST1047,4,7.42,0,False,Female,B.Tech,1,81,83,69,Eligible,2027
ST1048,4,6.7,1,True,Female,B.Tech,0,69,67,60,Eligible,2027
ST1049,5,9.48,0,True,Male,B.Tech,0,92,89,74,Eligible,2027
ST1050,1,6.65,0,False,Female,B.Tech,0,61,67,76,Eligible,2027
ST1051,4,8.13,0,False,Male,B.Tech,1,77,79,88,Eligible,2027
ST1052,1,6.97,0,False,Male,B.Tech,1,66,77,59,Eligible,2027
ST1053,4,8.18,0,True,Female,B.Tech,0,80,82,73,Eligible,2027
ST1054,3,7.13,0,False,Female,B.Tech,0,64,64,52,Eligible,2027
ST1055,4,9.55,0,False,Female,B.Tech,0,89,89,54,Eligible,2027
ST1056,2,6.99,0,False,Female,B.Tech,0,67,59,82,Eligible,2027
ST1057,4,6.64,0,True,Male,B.Tech,0,69,67,68,Eligible,2027
ST1058,3,9.62,1,False,Female,B.Tech,0,95,100,79,Eligible,2027
ST1059,5,6.57,0,False,Male,B.Tech,0,57,65,72,Eligible,2027
ST1060,2,7.11,0,False,Female,B.Tech,0,74,68,58,Eligible,2027
ST1061,4,7.79,0,False,Male,B.Tech,0,70,78,50,Eligible,2027
ST1062,1,6.56,2,True,Male,B.Tech,0,66,60,91,Eligible,2027
ST1063,4,7.17,0,False,Female,B.Tech,0,78,75,66,Eligible,2027
ST1064,1,8.54,2,False,Male,B.Tech,0,91,86,94,Eligible,2027
ST1065,5,7.67,0,True,Female,B.Tech,0,79,81,79,Eligible,2027
ST1066,1,6.74,1,False,Male,B.Tech,0,60,72,83,Eligible,2027
ST1067,2,7.74,0,False,Female,B.Tech,1,70,70,94,Eligible,2027
ST1068,5,9.17,0,False,Female,B.Tech,0,94,93,67,Eligible,2027
ST1069,5,6.08,0,False,Male,B.Tech,0,52,70,71,Eligible,2027
ST1070,3,9.74,0,False,Female,B.Tech,0,100,89,56,Eligible,2027
ST1071,2,9.51,0,True,Male,B.Tech,0,98,89,81,Eligible,2027
ST1072,1,6.27,0,True,Female,B.Tech,1,71,71,53,Eligible,2027
ST1073,3,7.44,0,False,Female,B.Tech,0,74,66,61,Eligible,2027
ST1074,2,6.27,0,False,Male,B.Tech,0,57,62,69,Eligible,2027
ST1075,4,7.78,0,False,Female,B.Tech,1,81,70,95,Eligible,2027
ST1076,4,7.73,0,False,Female,B.Tech,0,82,67,74,Eligible,2027
ST1077,3,8.3,0,False,Female,B.Tech,1,82,76,62,Eligible,2027
ST1078,4,9.59,0,True,Male,B.Tech,1,100,100,54,Eligible,2027
ST1079,5,9.29,0,False,Male,B.Tech,2,84,90,51,Eligible,2027
ST1080,2,9.92,0,False,Male,B.Tech,1,100,100,76,Eligible,2027
ST1081,2,6.97,0,False,Male,B.Tech,0,62,68,90,Eligible,2027
ST1082,1,8.07,0,False,Male,B.Tech,1,77,82,55,Eligible,2027
ST1083,5,7.16,0,False,Male,B.Tech,1,78,70,55,Eligible,2027
ST1084,5,9.89,0,True,Male,B.Tech,0,97,100,75,Eligible,2027
ST1085,4,6.24,0,False,Female,B.Tech,1,57,63,87,Eligible,2027
ST1086,1,9.97,0,False,Male,B.Tech,2,100,97,75,Eligible,2027
ST1087,2,8.5,0,False,Male,B.Tech,0,86,81,70,Eligible,2027
ST1088,5,9.98,0,False,Male,B.Tech,0,100,97,75,Eligible,2027
ST1089,2,7.6,0,False,Female,B.Tech,0,77,85,57,Eligible,2027
ST1090,2,9.96,1,False,Male,B.Tech,1,100,100,82,Eligible,2027
ST1091,3,8.05,0,True,Female,B.Tech,0,88,89,72,Eligible,2027
ST1092,4,9.08,0,False,Female,B.Tech,0,89,100,60,Eligible,2027
ST1093,5,7.55,0,False,Female,B.Tech,0,68,79,70,Eligible,2027
ST1094,5,7.89,0,False,Male,B.Tech,1,86,80,64,Eligible,2027
ST1095,5,8.49,0,False,Male,B.Tech,0,86,82,99,Eligible,2027
ST1096,3,6.98,0,False,Male,B.Tech,0,74,72,50,Eligible,2027
ST1097,5,7.46,0,False,Female,B.Tech,0,79,73,62,Eligible,2027
ST1098,3,8.57,2,False,Male,B.Tech,0,83,78,50,Eligible,2027
ST1099,2,6.25,0,False,Female,B.Tech,1,58,61,68,Eligible,2027
ST1100,1,7.11,0,False,Male,B.Tech,0,63,67,57,Eligible,2027
ST1101,5,8.83,0,True,Female,B.Tech,0,100,80,96,Eligible,2027
ST1102,4,6.04,0,False,Female,B.Tech,1,68,55,69,Eligible,2027
ST1103,2,8.11,0,False,Male,B.Tech,2,77,75,70,Eligible,2027
ST1104,2,7.65,0,True,Female,B.Tech,0,77,66,72,Eligible,2027
ST1105,1,7.41,0,False,Female,B.Tech,0,78,80,62,Eligible,2027
ST1106,5,7.93,0,True,Female,B.Tech,1,90,71,94,Eligible,2027
ST1107,5,6.66,0,False,Female,B.Tech,0,66,67,69,Eligible,2027
ST1108,4,6.36,0,True,Female,B.Tech,1,61,71,94,Eligible,2027
ST1109,2,9.87,0,False,Female,B.Tech,0,100,91,83,Eligible,2027
ST1110,2,7.44,0,False,Female,B.Tech,0,67,65,77,Eligible,2027
ST1111,3,7.36,0,False,Male,B.Tech,0,72,81,75,Eligible,2027
ST1112,5,7.33,0,True,Female,B.Tech,1,82,69,88,Eligible,2027
ST1113,5,6.24,0,False,Male,B.Tech,0,63,53,70,Eligible,2027
ST1114,2,7.77,0,False,Female,B.Tech,0,72,72,96,Eligible,2027
ST1115,1,6.67,0,False,Male,B.Tech,0,58,67,69,Eligible,2027
ST1116,1,6.88,0,False,Female,B.Tech,0,71,72,95,Eligible,2027
ST1117,2,9.53,0,False,Male,B.Tech,0,87,100,52,Eligible,2027
ST1118,1,9.32,0,False,Female,B.Tech,0,87,90,53,Eligible,2027
ST1119,1,8.17,0,True,Male,B.Tech,0,93,75,91,Eligible,2027
ST1120,4,9.18,0,False,Male,B.Tech,0,85,82,72,Eligible,2027
ST1121,1,6.55,1,True,Male,B.Tech,0,77,67,60,Eligible,2027
ST1122,4,8.73,1,True,Female,B.Tech,0,97,94,93,Eligible,2027
ST1123,1,6.17,0,True,Female,B.Tech,0,67,63,60,Eligible,2027
ST1124,1,6.54,0,False,Female,B.Tech,0,64,57,74,Eligible,2027
ST1125,1,6.86,0,True,Male,B.Tech,0,70,59,69,Eligible,2027
ST1126,4,9.04,0,True,Female,B.Tech,1,98,88,88,Eligible,2027
ST1127,3,9.96,0,True,Male,B.Tech,1,100,95,75,Eligible,2027
ST1128,1,7.16,0,False,Female,B.Tech,1,79,74,73,Eligible,2027
ST1129,2,7.34,0,True,Male,B.Tech,0,86,74,79,Eligible,2027
ST1130,1,9.17,0,True,Female,B.Tech,0,90,86,90,Eligible,2027
ST1131,1,7.91,0,False,Male,B.Tech,0,72,87,76,Eligible,2027
ST1132,1,7.78,0,False,Female,B.Tech,1,69,79,77,Eligible,2027
ST1133,4,9.27,0,False,Female,B.Tech,0,90,91,56,Eligible,2027
ST1134,4,9.73,0,True,Male,B.Tech,1,100,97,77,Eligible,2027
ST1135,3,7.42,0,False,Male,B.Tech,0,73,73,74,Eligible,2027
ST1136,3,7.61,0,False,Male,B.Tech,0,71,81,71,Eligible,2027
ST1137,3,6.57,0,False,Female,B.Tech,0,73,55,82,Eligible,2027
ST1138,2,7.33,0,False,Male,B.Tech,0,71,75,59,Eligible,2027
ST1139,5,9.37,0,False,Male,B.Tech,1,97,88,77,Eligible,2027
ST1140,5,6.5,0,False,Female,B.Tech,0,58,69,86,Eligible,2027
ST1141,3,9.59,0,False,Male,B.Tech,0,87,88,81,Eligible,2027
ST1142,5,9.96,0,False,Male,B.Tech,1,93,91,83,Eligible,2027
ST1143,3,7.66,2,False,Female,B.Tech,0,82,85,89,Eligible,2027
ST1144,4,9.45,0,True,Male,B.Tech,2,100,88,65,Eligible,2027
ST1145,5,8.13,0,False,Female,B.Tech,1,85,83,71,Eligible,2027
ST1146,1,8.66,0,False,Female,B.Tech,0,94,91,50,Eligible,2027
ST1147,5,8.29,2,True,Female,B.Tech,2,91,72,73,Eligible,2027
ST1148,5,7.87,0,True,Female,B.Tech,1,76,78,92,Eligible,2027
ST1149,1,9.75,0,False,Female,B.Tech,0,89,100,67,Eligible,2027
ST1150,3,6.9,0,False,Male,B.Tech,0,61,76,85,Eligible,2027
ST1151,5,9.64,0,True,Male,B.Tech,0,99,100,70,Eligible,2027
ST1152,5,9.77,0,True,Male,B.Tech,0,98,100,84,Eligible,2027
ST1153,5,8.34,0,False,Male,B.Tech,0,84,84,96,Eligible,2027
ST1154,1,10.0,0,False,Male,B.Tech,0,100,100,71,Eligible,2027
ST1155,1,9.83,0,True,Female,B.Tech,0,100,90,86,Eligible,2027
ST1156,2,8.77,0,False,Male,B.Tech,1,86,91,80,Eligible,2027
ST1157,2,7.45,0,False,Female,B.Tech,1,76,80,51,Eligible,2027
ST1158,5,7.62,0,False,Male,B.Tech,1,77,76,62,Eligible,2027
ST1159,5,8.95,0,False,Male,B.Tech,0,81,89,52,Eligible,2027
ST1160,1,7.57,0,False,Male,B.Tech,0,72,75,62,Eligible,2027
ST1161,2,7.66,0,True,Female,B.Tech,0,81,74,80,Eligible,2027
ST1162,3,9.68,0,True,Male,B.Tech,0,100,94,75,Eligible,2027
ST1163,4,9.12,0,False,Female,B.Tech,0,88,100,69,Eligible,2027
ST1164,1,7.04,0,False,Male,B.Tech,0,64,75,77,Eligible,2027
ST1165,4,8.13,0,False,Female,B.Tech,1,88,82,87,Eligible,2027
ST1166,4,6.69,0,True,Female,B.Tech,0,65,65,54,Eligible,2027
ST1167,5,6.64,0,False,Male,B.Tech,0,73,75,59,Eligible,2027
ST1168,3,6.14,0,True,Male,B.Tech,0,67,64,72,Eligible,2027
ST1169,4,8.29,0,False,Female,B.Tech,2,77,90,78,Eligible,2027
ST1170,5,9.23,0,True,Female,B.Tech,0,97,92,88,Eligible,2027
ST1171,5,8.56,0,True,Male,B.Tech,2,91,94,75,Eligible,2027
ST1172,1,7.51,0,True,Male,B.Tech,1,81,74,70,Eligible,2027
ST1173,5,6.07,0,False,Female,B.Tech,1,59,67,82,Eligible,2027
ST1174,5,8.74,0,False,Male,B.Tech,1,90,79,62,Eligible,2027
ST1175,2,7.02,0,False,Female,B.Tech,2,70,61,62,Eligible,2027
ST1176,2,7.12,0,True,Female,B.Tech,0,73,68,81,Eligible,2027
ST1177,3,9.57,1,False,Female,B.Tech,1,91,88,84,Eligible,2027
ST1178,3,7.37,0,False,Male,B.Tech,0,78,73,77,Eligible,2027
ST1179,2,9.44,0,False,Female,B.Tech,0,90,93,97,Eligible,2027
ST1180,5,9.46,0,False,Female,B.Tech,0,93,90,71,Eligible,2027
ST1181,3,8.81,0,True,Female,B.Tech,0,90,85,85,Eligible,2027
ST1182,2,8.51,0,True,Male,B.Tech,0,83,88,56,Eligible,2027
ST1183,5,6.11,0,False,Female,B.Tech,0,69,52,74,Eligible,2027
ST1184,5,7.42,0,True,Male,B.Tech,1,82,74,67,Eligible,2027
ST1185,3,8.99,1,True,Female,B.Tech,0,99,85,80,Eligible,2027
ST1186,1,8.61,0,False,Female,B.Tech,0,88,86,67,Eligible,2027
ST1187,5,8.81,0,False,Female,B.Tech,1,83,86,84,Eligible,2027
ST1188,1,7.71,0,False,Male,B.Tech,0,70,76,55,Eligible,2027
ST1189,1,6.69,0,False,Male,B.Tech,1,61,59,97,Eligible,2027
ST1190,2,8.74,0,True,Female,B.Tech,0,89,91,60,Eligible,2027
ST1191,1,6.87,0,False,Male,B.Tech,0,63,70,52,Eligible,2027
ST1192,2,9.9,0,False,Male,B.Tech,0,100,90,96,Eligible,2027
ST1193,1,6.23,0,True,Male,B.Tech,0,68,71,69,Eligible,2027
ST1194,4,7.97,0,False,Male,B.Tech,0,80,75,74,Eligible,2027
ST1195,4,6.18,2,False,Male,B.Tech,0,53,67,69,Eligible,2027
